image,emotion
Edward_Albee_0001.jpg,neutral
Edward_Arsenault_0001.jpg,neutral
Edward_Belvin_0001.jpg,neutral
Edward_Burns_0001.jpg,happiness
Edward_Egan_0001.jpg,neutral
Edward_Flynn_0001.jpg,neutral
Edward_James_Olmos_0001.jpg,neutral
Edward_James_Olmos_0002.jpg,happiness
Edward_Johnson_0001.jpg,neutral
Edward_Kennedy_0001.jpg,neutral
Edward_Kennedy_0003.jpg,happiness
Edward_Lohn_0001.jpg,neutral
Edward_Lu_0002.jpg,happiness
Edward_Lu_0003.jpg,happiness
Edward_Lu_0004.jpg,happiness
Edward_Lu_0005.jpg,happiness
Edward_Lu_0006.jpg,happiness
Edward_Norton_0001.jpg,happiness
Edward_Norton_0002.jpg,happiness
Edward_Said_0001.jpg,neutral
Edward_Said_0002.jpg,happiness
Edward_Seaga_0001.jpg,happiness
Edwina_Currie_0001.jpg,happiness
Edwina_Currie_0002.jpg,happiness
Edwina_Currie_0003.jpg,happiness
Edwina_Currie_0004.jpg,happiness
Edwin_Edwards_0001.jpg,neutral
Edwin_Edwards_0002.jpg,happiness
Edwin_Edwards_0003.jpg,neutral
Ed_Book_0001.jpg,neutral
Ed_Case_0001.jpg,happiness
Ed_Mekertichian_0001.jpg,neutral
Ed_Rendell_0001.jpg,happiness
Ed_Rosenthal_0002.jpg,neutral
Ed_Rosenthal_0003.jpg,happiness
Ed_Smart_0001.jpg,happiness
Ed_Smart_0002.jpg,happiness
Ed_Smart_0003.jpg,happiness
Ed_Sullivan_0001.jpg,neutral
Ed_Wade_0001.jpg,neutral
Efrain_Rios_Montt_0001.jpg,neutral
Eglis_Yaima_Cruz_0001.jpg,happiness
Eileen_Coparropa_0001.jpg,happiness
Eileen_Coparropa_0002.jpg,happiness
Eileen_Coparropa_0003.jpg,happiness
Eileen_Spina_0001.jpg,neutral
Einars_Repse_0001.jpg,neutral
Ekaterina_Dmitriev_0001.jpg,happiness
Ekke_Hard_Forberg_0001.jpg,neutral
Eladio_Larez_0001.jpg,happiness
Elaine_Chao_0001.jpg,neutral
Elaine_Stritch_0001.jpg,surprise
Elena_Bereznaya_0001.jpg,happiness
Elena_Bovina_0001.jpg,happiness
Elena_Bovina_0002.jpg,neutral
Elena_Bovina_0003.jpg,sadness
Elena_Dementieva_0001.jpg,happiness
Elena_de_Chavez_0001.jpg,happiness
Elena_Likhovtseva_0001.jpg,neutral
Elena_Tihomirova_0001.jpg,neutral
Elgin_Baylor_0001.jpg,neutral
Eliane_Karp_0001.jpg,happiness
Eliane_Karp_0002.jpg,happiness
Eliane_Karp_0003.jpg,happiness
Eliane_Karp_0004.jpg,happiness
Elias_Attallah_0001.jpg,neutral
Elijah_Wood_0001.jpg,happiness
Elijah_Wood_0002.jpg,happiness
Elijah_Wood_0003.jpg,happiness
Elijan_Ingram_0001.jpg,anger
Elinor_Caplan_0001.jpg,neutral
Elinor_Caplan_0002.jpg,neutral
Elin_Nordegren_0001.jpg,neutral
Elin_Nordegren_0002.jpg,happiness
Eliott_Spitzer_0001.jpg,neutral
Elisabeth_Schumacher_0001.jpg,happiness
Elisabeth_Schumacher_0002.jpg,neutral
Elisabeth_Welch_0001.jpg,happiness
Elisha_Cuthbert_0001.jpg,happiness
Elizabeth_Berkeley_0001.jpg,happiness
Elizabeth_Dole_0001.jpg,happiness
Elizabeth_Dole_0002.jpg,neutral
Elizabeth_Dole_0003.jpg,happiness
Elizabeth_Dole_0004.jpg,happiness
Elizabeth_Hill_0001.jpg,neutral
Elizabeth_Hurley_0001.jpg,neutral
Elizabeth_Hurley_0002.jpg,neutral
Elizabeth_Hurley_0003.jpg,happiness
Elizabeth_Hurley_0004.jpg,happiness
Elizabeth_Hurley_0005.jpg,happiness
Elizabeth_Pena_0001.jpg,neutral
Elizabeth_Regan_0001.jpg,happiness
Elizabeth_Shue_0001.jpg,happiness
Elizabeth_Smart_0001.jpg,happiness
Elizabeth_Smart_0002.jpg,happiness
Elizabeth_Smart_0003.jpg,happiness
Elizabeth_Smart_0004.jpg,happiness
Elizabeth_Smart_0005.jpg,happiness
Elizabeth_Taylor_0001.jpg,happiness
Elizabeth_Taylor_0002.jpg,neutral
Eliza_Dushku_0001.jpg,neutral
Eliza_Manningham-Buller_0001.jpg,happiness
Eli_Broad_0001.jpg,neutral
Eli_Rosenbaum_0001.jpg,neutral
Eli_Stutsman_0001.jpg,neutral
Ellen_Barkin_0001.jpg,neutral
Ellen_DeGeneres_0001.jpg,happiness
Ellen_DeGeneres_0002.jpg,fear
Ellen_Engleman_0001.jpg,neutral
Ellen_Engleman_0002.jpg,neutral
Ellen_MacArthur_0001.jpg,happiness
Ellen_Martin_0001.jpg,happiness
Ellen_Pompeo_0001.jpg,happiness
Ellen_Saracini_0001.jpg,neutral
Elliott_Mincberg_0001.jpg,happiness
Elmar_Brok_0001.jpg,neutral
Elodie_Bouchez_0001.jpg,happiness
Eloy_Gutierrez_0001.jpg,neutral
Elsa_Zylberstein_0001.jpg,happiness
Elsa_Zylberstein_0002.jpg,happiness
Elsa_Zylberstein_0003.jpg,neutral
Elsa_Zylberstein_0004.jpg,happiness
Elsa_Zylberstein_0005.jpg,happiness
Elsa_Zylberstein_0006.jpg,neutral
Elton_John_0001.jpg,happiness
Elton_John_0002.jpg,surprise
Elton_John_0003.jpg,happiness
Elton_John_0004.jpg,neutral
Elton_John_0005.jpg,neutral
Elton_John_0006.jpg,happiness
Elton_John_0007.jpg,neutral
Elva_Hsiao_0001.jpg,happiness
Elvis_Presley_0001.jpg,neutral
Elvis_Presley_0002.jpg,neutral
Elvis_Stojko_0001.jpg,happiness
El_Hadji_Diouf_0001.jpg,neutral
Emanuel_Ginobili_0001.jpg,neutral
Emanuel_Ginobili_0002.jpg,neutral
Emanuel_Ginobili_0003.jpg,happiness
Emanuel_Ginobili_0004.jpg,neutral
Emanuel_Ginobili_0005.jpg,happiness
Emelie_Loit_0001.jpg,neutral
Emile_Lahoud_0001.jpg,neutral
Emile_Lahoud_0002.jpg,happiness
Emilio_Azcarraga_Jean_0001.jpg,neutral
Emilio_Botin_0001.jpg,neutral
Emily_Mason_0001.jpg,happiness
Emily_Mortimer_0001.jpg,happiness
Emily_Robison_0001.jpg,happiness
Emily_Robison_0002.jpg,happiness
Emily_Stevens_0001.jpg,happiness
Eminem_0001.jpg,neutral
Emmanuelle_Beart_0001.jpg,happiness
Emmanuelle_Beart_0002.jpg,neutral
Emmanuelle_Beart_0003.jpg,happiness
Emmanuelle_Jagodsinski_0001.jpg,happiness
Emmanuel_Filiberto_0001.jpg,neutral
Emmanuel_Milingo_0001.jpg,neutral
Emma_Nicholson_0001.jpg,neutral
Emma_Thompson_0001.jpg,happiness
Emma_Thompson_0002.jpg,happiness
Emma_Thompson_0003.jpg,happiness
Emma_Watson_0001.jpg,neutral
Emma_Watson_0002.jpg,happiness
Emma_Watson_0003.jpg,happiness
Emma_Watson_0004.jpg,happiness
Emma_Watson_0005.jpg,happiness
Emmit_Smith_0001.jpg,neutral
Emmit_Smith_0002.jpg,happiness
Emmy_Rossum_0001.jpg,happiness
Emyr_Jones_Parry_0001.jpg,neutral
Enola_Rice_0001.jpg,neutral
Enos_Slaughter_0001.jpg,neutral
Enrica_Fico_0001.jpg,happiness
Enrik_Vendt_0001.jpg,happiness
Enrique_Bolanos_0001.jpg,happiness
Enrique_Bolanos_0002.jpg,neutral
Enrique_Bolanos_0003.jpg,neutral
Enrique_Bolanos_0004.jpg,neutral
Enrique_Bolanos_0005.jpg,happiness
Enrique_Haroldo_Gorriaran_Merlo_0001.jpg,happiness
Enrique_Iglesias_0001.jpg,neutral
Enrique_Medina_Gomez_0001.jpg,neutral
Enrique_Oliu_0001.jpg,neutral
Erick_Barkley_0001.jpg,neutral
Eric_Bana_0001.jpg,neutral
Eric_Benet_0001.jpg,happiness
Eric_Christian_Olsen_0001.jpg,happiness
Eric_Clapton_0001.jpg,neutral
Eric_Clapton_0002.jpg,neutral
Eric_Daze_0001.jpg,happiness
Eric_Dubin_0001.jpg,neutral
Eric_Fehr_0001.jpg,happiness
Eric_Hinske_0001.jpg,neutral
Eric_Hinske_0002.jpg,happiness
Eric_Idle_0001.jpg,anger
Eric_Lindros_0001.jpg,neutral
Eric_Lloyd_0001.jpg,happiness
Eric_Robert_Rudolph_0001.jpg,neutral
Eric_Robert_Rudolph_0002.jpg,neutral
Eric_Robert_Rudolph_0003.jpg,neutral
Eric_Rosser_0001.jpg,neutral
Eric_Rosser_0002.jpg,neutral
Eric_Ryan_Donnelly_0001.jpg,surprise
Eric_Schacht_0001.jpg,happiness
Eric_Shinseki_0001.jpg,neutral
Eric_Snow_0001.jpg,happiness
Eric_Staal_0001.jpg,neutral
Eric_Taino_0001.jpg,anger
Eric_Vigouroux_0001.jpg,neutral
Eric_Wedge_0001.jpg,neutral
Erika_Christensen_0001.jpg,happiness
Erika_Christensen_0002.jpg,happiness
Erika_Harold_0001.jpg,surprise
Erika_Harold_0002.jpg,fear
Erika_Harold_0003.jpg,happiness
Erika_Harold_0004.jpg,happiness
Erika_Harold_0005.jpg,happiness
Erika_Reyes_0001.jpg,happiness
Eriko_Tamura_0001.jpg,happiness
Erik_Morales_0001.jpg,happiness
Erik_Morales_0002.jpg,neutral
Erik_Morales_0003.jpg,happiness
Erin_Brockovich_0001.jpg,happiness
Erin_Hershey_Presley_0001.jpg,happiness
Erin_Runnion_0001.jpg,happiness
Erin_Runnion_0002.jpg,sadness
Erin_Runnion_0003.jpg,neutral
Erin_Runnion_0004.jpg,sadness
Ernesto_Zedillo_0001.jpg,neutral
Ernesto_Zedillo_0002.jpg,happiness
Ernest_Hollings_0001.jpg,neutral
Ernie_Els_0001.jpg,neutral
Ernie_Els_0002.jpg,happiness
Ernie_Els_0003.jpg,happiness
Ernie_Els_0004.jpg,happiness
Ernie_Eves_0001.jpg,neutral
Ernie_Eves_0002.jpg,neutral
Ernie_Fletcher_0001.jpg,happiness
Ernie_Fletcher_0002.jpg,neutral
Ernie_Grunfeld_0001.jpg,happiness
Ernie_Harwell_0001.jpg,anger
Ernie_Preate_0001.jpg,neutral
Erskine_Bowles_0001.jpg,happiness
Erwin_Abdullah_0001.jpg,happiness
Erwin_Mapasseng_0001.jpg,neutral
Esad_Landzo_0001.jpg,neutral
Esteban_Cordoba-Velazquez_0001.jpg,neutral
Estella_Warren_0001.jpg,happiness
Estelle_Morris_0001.jpg,happiness
Ester_Canadas_0001.jpg,neutral
Esther_Macklin_0001.jpg,neutral
Ethan_Hawke_0001.jpg,neutral
Ethan_Hawke_0002.jpg,happiness
Etta_James_0001.jpg,happiness
Eugene_Melnyk_0001.jpg,neutral
Eugene_Teslovic_0001.jpg,happiness
Eunice_Barber_0001.jpg,happiness
Eunice_Barber_0002.jpg,neutral
Eurico_Guterres_0001.jpg,neutral
Evander_Holyfield_0001.jpg,neutral
Evander_Holyfield_0002.jpg,neutral
Evan_Marriott_0001.jpg,surprise
Evan_Rachel_Wood_0001.jpg,happiness
Evan_Rachel_Wood_0002.jpg,happiness
Evan_Rachel_Wood_0003.jpg,happiness
Eva_Amurri_0001.jpg,happiness
Eva_Dimas_0002.jpg,happiness
Eva_Herzigova_0001.jpg,neutral
Eva_Marie_Saint_0001.jpg,happiness
Eva_Mendes_0001.jpg,happiness
Evelyn_Lauder_0001.jpg,happiness
Eve_Ensler_0001.jpg,happiness
Eve_Pelletier_0001.jpg,happiness
Eve_Pelletier_0002.jpg,happiness
Evgeni_Plushenko_0001.jpg,happiness
Evie_Lazarou_0001.jpg,happiness
Evo_Morales_0001.jpg,neutral
Ewan_McGregor_0001.jpg,happiness
E_Clay_Shaw_0001.jpg,neutral
Fabian_Vargas_0001.jpg,surprise
Fabiola_Zuluaga_0001.jpg,neutral
Fabiola_Zuluaga_0002.jpg,neutral
Fabrice_Santoro_0001.jpg,neutral
Fabrice_Santoro_0002.jpg,neutral
Fabrice_Santoro_0003.jpg,happiness
Fabricio_Oberto_0001.jpg,neutral
Faisal_Iqbal_0001.jpg,happiness
Faisal_Saleh_Hayat_0001.jpg,neutral
Fann_Wong_0001.jpg,happiness
Farida_Ragoonanan_0001.jpg,neutral
Farouk_al-Sharaa_0001.jpg,neutral
Farouk_al-Sharaa_0002.jpg,neutral
Farouk_al-Sharaa_0003.jpg,neutral
Farouk_Kaddoumi_0001.jpg,neutral
Fatma_Kusibeh_0001.jpg,neutral
Fatmir_Limaj_0001.jpg,neutral
Faye_Alibocus_0001.jpg,happiness
Faye_Dunaway_0001.jpg,happiness
Faye_Dunaway_0002.jpg,happiness
Faye_Dunaway_0003.jpg,happiness
Faye_Wong_0001.jpg,happiness
Fayssal_Mekdad_0001.jpg,neutral
Fayssal_Mekdad_0002.jpg,neutral
Fayssal_Mekdad_0003.jpg,sadness
Fayssal_Mekdad_0004.jpg,neutral
Fazal-ur-Rehman_0001.jpg,neutral
Federico_Castelan_Sayre_0001.jpg,neutral
Federico_Fellini_0001.jpg,happiness
Federico_Trillo_0001.jpg,happiness
Federico_Trillo_0002.jpg,neutral
Federico_Trillo_0003.jpg,neutral
Feliciano_Lopez_0001.jpg,neutral
Felicity_Huffman_0001.jpg,happiness
Felipe_De_Borbon_0001.jpg,happiness
Felipe_Fernandez_0001.jpg,happiness
Felipe_Perez_Roque_0001.jpg,neutral
Felipe_Perez_Roque_0002.jpg,neutral
Felipe_Perez_Roque_0003.jpg,neutral
Felipe_Perez_Roque_0004.jpg,neutral
Felix_Doh_0001.jpg,neutral
Felix_Mantilla_0001.jpg,anger
Felix_Mantilla_0002.jpg,neutral
Felix_Sanchez_0001.jpg,happiness
Felix_Trinidad_0001.jpg,happiness
Ferenc_Madl_0001.jpg,neutral
Ferenc_Madl_0002.jpg,happiness
Fernando_Alonso_0001.jpg,neutral
Fernando_Gonzalez_0001.jpg,anger
Fernando_Gonzalez_0002.jpg,neutral
Fernando_Gonzalez_0003.jpg,neutral
Fernando_Gonzalez_0004.jpg,surprise
Fernando_Gonzalez_0005.jpg,surprise
Fernando_Gonzalez_0006.jpg,surprise
Fernando_Gonzalez_0007.jpg,happiness
Fernando_Gonzalez_0008.jpg,neutral
Fernando_Gonzalez_0009.jpg,happiness
Fernando_Henrique_Cardoso_0001.jpg,happiness
Fernando_Henrique_Cardoso_0002.jpg,neutral
Fernando_Henrique_Cardoso_0003.jpg,neutral
Fernando_Henrique_Cardoso_0004.jpg,neutral
Fernando_Henrique_Cardoso_0005.jpg,neutral
Fernando_Henrique_Cardoso_0006.jpg,happiness
Fernando_Henrique_Cardoso_0007.jpg,neutral
Fernando_Henrique_Cardoso_0008.jpg,neutral
Fernando_Hierro_0001.jpg,happiness
Fernando_Leon_de_Aranoa_0001.jpg,neutral
Fernando_Sanz_0001.jpg,neutral
Fernando_Valenzuela_0001.jpg,happiness
Fernando_Vargas_0001.jpg,neutral
Fernando_Vargas_0002.jpg,happiness
Fernando_Vargas_0003.jpg,neutral
Fernando_Velardez_0001.jpg,neutral
Festus_Mogae_0001.jpg,neutral
Fidel_Castro_0001.jpg,surprise
Fidel_Castro_0002.jpg,neutral
Fidel_Castro_0003.jpg,neutral
Fidel_Castro_0004.jpg,happiness
Fidel_Castro_0005.jpg,neutral
Fidel_Castro_0006.jpg,neutral
Fidel_Castro_0007.jpg,neutral
Fidel_Castro_0008.jpg,happiness
Fidel_Castro_0009.jpg,neutral
Fidel_Castro_0010.jpg,neutral
Fidel_Castro_0011.jpg,neutral
Fidel_Castro_0013.jpg,neutral
Fidel_Castro_0014.jpg,neutral
Fidel_Castro_0015.jpg,neutral
Fidel_Castro_0016.jpg,neutral
Fidel_Castro_0017.jpg,neutral
Fidel_Castro_0018.jpg,neutral
Fidel_Castro_Daiz-Balart_0001.jpg,happiness
Filippo_Inzaghi_0001.jpg,anger
Filippo_Inzaghi_0002.jpg,anger
Filippo_Inzaghi_0003.jpg,neutral
Filippo_Volandri_0001.jpg,happiness
Filip_De_Winter_0001.jpg,neutral
Fiona_Milne_0001.jpg,happiness
Flavia_Delaroli_0001.jpg,happiness
Flavia_Delaroli_0002.jpg,happiness
Flavia_Pennetta_0001.jpg,happiness
Florecita_Cobian_0001.jpg,happiness
Florencia_Kirchner_0001.jpg,neutral
Florencia_Macri_0001.jpg,neutral
Flor_Montulo_0001.jpg,neutral
Flor_Montulo_0002.jpg,happiness
Floyd_Keith_0001.jpg,neutral
Floyd_Mayweather_0001.jpg,happiness
Francesco_Totti_0001.jpg,neutral
Frances_Fisher_0001.jpg,happiness
Frances_Fisher_0002.jpg,happiness
Francisco_Flores_0001.jpg,neutral
Francisco_Flores_0002.jpg,neutral
Francisco_Flores_0003.jpg,happiness
Francisco_Flores_0004.jpg,happiness
Francisco_Garcia_0001.jpg,surprise
Francisco_Maturana_0001.jpg,happiness
Francisco_Santos_0001.jpg,happiness
Francisco_Urenda_0001.jpg,happiness
Francis_Collins_0001.jpg,neutral
Francis_Ford_Coppola_0001.jpg,happiness
Francis_Ford_Coppola_0002.jpg,happiness
Francis_George_0001.jpg,neutral
Francis_George_0002.jpg,neutral
Francis_Mer_0001.jpg,neutral
Francis_Mer_0002.jpg,happiness
Francis_Ricciardone_0001.jpg,neutral
Franck_Cerutti_0001.jpg,happiness
Francois_Botha_0001.jpg,neutral
Francois_Ozon_0001.jpg,happiness
Francois_Pienaar_0001.jpg,happiness
Franco_Cangele_0001.jpg,neutral
Franco_Dragone_0001.jpg,neutral
Franco_Dragone_0002.jpg,happiness
Franco_Frattini_0001.jpg,neutral
Franklin_Brown_0001.jpg,neutral
Franklin_Damann_0001.jpg,neutral
Franko_Simatovic_0001.jpg,neutral
Franko_Simatovic_0002.jpg,neutral
Frank_Bell_0001.jpg,neutral
Frank_Cassell_0002.jpg,neutral
Frank_Coraci_0001.jpg,happiness
Frank_Dunham_Jr_0001.jpg,neutral
Frank_Dunham_Jr_0002.jpg,neutral
Frank_Griswold_0001.jpg,neutral
Frank_Griswold_0002.jpg,happiness
Frank_Hilldrup_0001.jpg,neutral
Frank_Hsieh_0001.jpg,happiness
Frank_Keating_0001.jpg,neutral
Frank_Lautenberg_0001.jpg,happiness
Frank_Lautenberg_0002.jpg,neutral
Frank_Marshall_0001.jpg,neutral
Frank_Murkowski_0001.jpg,neutral
Frank_Pallone_0001.jpg,neutral
Frank_Schmoekel_0001.jpg,neutral
Frank_Shea_0001.jpg,neutral
Frank_Sinatra_0001.jpg,happiness
Frank_Solich_0001.jpg,neutral
Frank_Solich_0002.jpg,neutral
Frank_Solich_0003.jpg,neutral
Frank_Solich_0004.jpg,happiness
Frank_Solich_0005.jpg,neutral
Frank_Stallone_0001.jpg,neutral
Frank_Stallone_0002.jpg,neutral
Frank_Taylor_0001.jpg,neutral
Frank_Van_Ecke_0001.jpg,neutral
Frank_Wycheck_0001.jpg,neutral
Frank_Zappa_0001.jpg,happiness
Franz_Beckenbauer_0001.jpg,neutral
Franz_Beckenbauer_0002.jpg,happiness
Franz_Fischler_0001.jpg,neutral
Franz_Fischler_0002.jpg,neutral
Franz_Fischler_0003.jpg,neutral
Franz_Fischler_0004.jpg,neutral
Franz_Gsell_0001.jpg,happiness
Franz_Muentefering_0001.jpg,happiness
Franz_Muentefering_0002.jpg,happiness
Franz_Muentefering_0004.jpg,happiness
Fran_Drescher_0001.jpg,happiness
Fran_Drescher_0002.jpg,neutral
Freda_Black_0001.jpg,neutral
Freddy_Garcia_0001.jpg,neutral
Freddy_Garcia_0002.jpg,happiness
Freddy_Vasques_Kinchokpe_0001.jpg,neutral
Frederick_Madden_0001.jpg,neutral
Frederique_van_der_Wal_0001.jpg,happiness
Fredric_Seaman_0001.jpg,happiness
Fred_Durst_0001.jpg,neutral
Fred_Eckhard_0001.jpg,neutral
Fred_Eckhard_0002.jpg,neutral
Fred_Eckhard_0003.jpg,neutral
Fred_Funk_0001.jpg,neutral
Fred_Funk_0002.jpg,happiness
Fred_Rogers_0001.jpg,happiness
Fred_Swan_0001.jpg,happiness
Fred_Thompson_0001.jpg,neutral
Fred_Thompson_0002.jpg,neutral
Fred_Thompson_0003.jpg,neutral
Fred_Wilpon_0001.jpg,neutral
Fruit_Chan_0001.jpg,neutral
Fujio_Cho_0001.jpg,happiness
Fujio_Cho_0002.jpg,neutral
Fujio_Cho_0003.jpg,neutral
Fujio_Cho_0004.jpg,neutral
Fujio_Cho_0005.jpg,neutral
Fujio_Cho_0006.jpg,neutral
Fujio_Mitarai_0001.jpg,happiness
Gabi_Zimmer_0001.jpg,neutral
Gabriella_Bo_0001.jpg,happiness
Gabrielle_Rose_0001.jpg,happiness
Gabrielle_Union_0001.jpg,happiness
Gabriel_Batistuta_0001.jpg,neutral
Gabriel_Batistuta_0002.jpg,happiness
Gabriel_Farhi_0001.jpg,neutral
Gabriel_Hughes_0001.jpg,neutral
Gabriel_Jorge_Ferreia_0001.jpg,neutral
Gabriel_Valdes_0001.jpg,happiness
Gabriel_Valdes_0002.jpg,neutral
Gael_Garcia_Bermal_0001.jpg,happiness
Gala_Leon_Garcia_0001.jpg,anger
Galen_Rowell_0001.jpg,neutral
Gao_Qiang_0001.jpg,neutral
Gao_Qiang_0002.jpg,happiness
Garry_Alejano_0001.jpg,neutral
Garry_Kasparov_0001.jpg,neutral
Garry_Kasparov_0002.jpg,neutral
Garry_McCoy_0001.jpg,happiness
Garry_Trudeau_0001.jpg,happiness
Garry_Trudeau_0002.jpg,happiness
Garry_Witherall_0001.jpg,surprise
Garth_Drabinsky_0001.jpg,neutral
Gary_Barnett_0001.jpg,neutral
Gary_Bauer_0001.jpg,neutral
Gary_Bergeron_0001.jpg,neutral
Gary_Bergeron_0002.jpg,happiness
Gary_Bettman_0001.jpg,neutral
Gary_Carter_0001.jpg,happiness
Gary_Carter_0002.jpg,happiness
Gary_Carter_0003.jpg,happiness
Gary_Coleman_0001.jpg,neutral
Gary_Condit_0001.jpg,neutral
Gary_Dellaverson_0001.jpg,neutral
Gary_Doer_0001.jpg,happiness
Gary_Doer_0002.jpg,happiness
Gary_Doer_0003.jpg,neutral
Gary_Forsee_0001.jpg,neutral
Gary_Forsee_0002.jpg,neutral
Gary_Gero_0001.jpg,happiness
Gary_Gitnick_0001.jpg,happiness
Gary_Leon_Ridgway_0001.jpg,neutral
Gary_Locke_0001.jpg,neutral
Gary_Locke_0002.jpg,neutral
Gary_Marshall_0001.jpg,neutral
Gary_Paer_0001.jpg,neutral
Gary_Sayler_0001.jpg,neutral
Gary_Sinise_0001.jpg,happiness
Gary_Stevens_0001.jpg,happiness
Gary_Williams_0001.jpg,surprise
Gary_Williams_0002.jpg,neutral
Gary_Winnick_0001.jpg,happiness
Gary_Winnick_0002.jpg,neutral
Gaston_Gaudio_0001.jpg,neutral
Gavin_Degraw_0001.jpg,happiness
Gavyn_Arthur_0001.jpg,happiness
Gavyn_Davies_0001.jpg,happiness
Gene_Autry_0001.jpg,happiness
Gene_Hackman_0001.jpg,happiness
Gene_Keady_0001.jpg,anger
Gene_Robinson_0001.jpg,happiness
Gene_Robinson_0002.jpg,neutral
Gene_Robinson_0003.jpg,neutral
Gene_Robinson_0004.jpg,neutral
Gene_Robinson_0005.jpg,happiness
Gene_Sauers_0001.jpg,happiness
Gennifer_Flowers_0001.jpg,neutral
Geno_Auriemma_0001.jpg,anger
Geno_Auriemma_0002.jpg,neutral
Gen_Meredith_0001.jpg,happiness
Geoffrey_Davis_0001.jpg,neutral
Geoffrey_Rush_0001.jpg,happiness
Geoff_Dixon_0001.jpg,neutral
Geoff_Hoon_0001.jpg,neutral
Geoff_Hoon_0002.jpg,neutral
Geoff_Hoon_0003.jpg,neutral
Geoff_Hoon_0004.jpg,neutral
Geoff_Hoon_0005.jpg,neutral
Geoff_Hoon_0006.jpg,neutral
Geoff_Hoon_0007.jpg,neutral
George_Allen_0001.jpg,neutral
George_Blaney_0001.jpg,anger
George_Bovell_0001.jpg,neutral
George_Brumley_0001.jpg,neutral
George_Brumley_0002.jpg,happiness
George_Brumley_III_0001.jpg,neutral
George_Clooney_0001.jpg,happiness
George_Clooney_0002.jpg,happiness
George_Clooney_0003.jpg,neutral
George_Clooney_0004.jpg,happiness
George_Clooney_0005.jpg,happiness
George_Clooney_0006.jpg,happiness
George_Clooney_0007.jpg,neutral
George_Clooney_0008.jpg,happiness
George_Clooney_0009.jpg,happiness
George_Foreman_0001.jpg,happiness
George_Foreman_0002.jpg,neutral
George_Galloway_0001.jpg,neutral
George_Galloway_0002.jpg,neutral
George_Galloway_0003.jpg,neutral
George_Galloway_0004.jpg,neutral
George_Gregan_0001.jpg,surprise
George_Harrison_0001.jpg,neutral
George_HW_Bush_0001.jpg,neutral
George_HW_Bush_0004.jpg,happiness
George_HW_Bush_0005.jpg,happiness
George_HW_Bush_0006.jpg,neutral
George_HW_Bush_0007.jpg,happiness
George_HW_Bush_0008.jpg,neutral
George_HW_Bush_0009.jpg,happiness
George_HW_Bush_0010.jpg,happiness
George_HW_Bush_0011.jpg,neutral
George_HW_Bush_0012.jpg,happiness
George_HW_Bush_0013.jpg,happiness
George_Karl_0001.jpg,neutral
George_Karl_0002.jpg,neutral
George_Lopez_0001.jpg,surprise
George_Lopez_0002.jpg,surprise
George_Lopez_0003.jpg,happiness
George_Lopez_0004.jpg,happiness
George_Lopez_0005.jpg,happiness
George_Lucas_0001.jpg,happiness
George_Maxwell_Richards_0001.jpg,neutral
George_McCloud_0001.jpg,happiness
George_Murphy_0001.jpg,neutral
George_Papandreou_0001.jpg,happiness
George_Papandreou_0002.jpg,neutral
George_Papandreou_0003.jpg,happiness
George_Papandreou_0004.jpg,neutral
George_Pataki_0001.jpg,neutral
George_Pataki_0003.jpg,neutral
George_Pataki_0004.jpg,sadness
George_Pataki_0005.jpg,neutral
George_Plimpton_0001.jpg,neutral
George_P_Bush_0002.jpg,neutral
George_Robertson_0001.jpg,happiness
George_Robertson_0002.jpg,neutral
George_Robertson_0004.jpg,neutral
George_Robertson_0005.jpg,neutral
George_Robertson_0006.jpg,neutral
George_Robertson_0007.jpg,happiness
George_Robertson_0008.jpg,neutral
George_Robertson_0009.jpg,neutral
George_Robertson_0010.jpg,surprise
George_Robertson_0011.jpg,neutral
George_Robertson_0012.jpg,surprise
George_Robertson_0013.jpg,neutral
George_Robertson_0014.jpg,anger
George_Robertson_0015.jpg,neutral
George_Robertson_0016.jpg,neutral
George_Robertson_0017.jpg,neutral
George_Robertson_0018.jpg,happiness
George_Robertson_0019.jpg,neutral
George_Robertson_0020.jpg,happiness
George_Robertson_0021.jpg,neutral
George_Robertson_0022.jpg,neutral
George_Roy_Hill_0001.jpg,happiness
George_Roy_Hill_0002.jpg,happiness
George_Ryan_0001.jpg,neutral
George_Ryan_0002.jpg,neutral
George_Ryan_0003.jpg,neutral
George_Ryan_0004.jpg,neutral
George_Tenet_0001.jpg,neutral
George_Tenet_0002.jpg,surprise
George_Voinovich_0001.jpg,happiness
George_Voinovich_0002.jpg,neutral
George_Voinovich_0003.jpg,neutral
George_W_Bush_0001.jpg,neutral
George_W_Bush_0002.jpg,neutral
George_W_Bush_0003.jpg,surprise
George_W_Bush_0004.jpg,neutral
George_W_Bush_0005.jpg,neutral
George_W_Bush_0006.jpg,happiness
George_W_Bush_0007.jpg,happiness
George_W_Bush_0008.jpg,neutral
George_W_Bush_0009.jpg,neutral
George_W_Bush_0010.jpg,neutral
George_W_Bush_0011.jpg,neutral
George_W_Bush_0012.jpg,surprise
George_W_Bush_0013.jpg,neutral
George_W_Bush_0014.jpg,neutral
George_W_Bush_0015.jpg,neutral
George_W_Bush_0016.jpg,neutral
George_W_Bush_0017.jpg,surprise
George_W_Bush_0018.jpg,neutral
George_W_Bush_0019.jpg,neutral
George_W_Bush_0020.jpg,neutral
George_W_Bush_0021.jpg,neutral
